date,blood_type,demand
2020-09-12,a,272
2020-09-12,ab,88
2020-09-12,b,296
2020-09-12,o,497
2020-09-13,a,479
2020-09-13,ab,127
2020-09-13,b,437
2020-09-13,o,1186
2020-09-14,a,222
2020-09-14,ab,71
2020-09-14,b,235
2020-09-14,o,423
2020-09-15,a,205
2020-09-15,ab,45
2020-09-15,b,231
2020-09-15,o,364
2020-09-16,a,589
2020-09-16,ab,139
2020-09-16,b,631
2020-09-16,o,1261
2020-09-17,a,154
2020-09-17,ab,63
2020-09-17,b,234
2020-09-17,o,323
2020-09-18,a,137
2020-09-18,ab,65
2020-09-18,b,187
2020-09-18,o,525
2020-09-19,a,342
2020-09-19,ab,111
2020-09-19,b,375
2020-09-19,o,626
2020-09-20,a,393
2020-09-20,ab,140
2020-09-20,b,494
2020-09-20,o,932
2020-09-21,a,130
2020-09-21,ab,69
2020-09-21,b,201
2020-09-21,o,302
2020-09-22,a,246
2020-09-22,ab,94
2020-09-22,b,273
2020-09-22,o,508
2020-09-23,a,287
2020-09-23,ab,84
2020-09-23,b,291
2020-09-23,o,511
2020-09-24,a,279
2020-09-24,ab,81
2020-09-24,b,355
2020-09-24,o,501
2020-09-25,a,155
2020-09-25,ab,25
2020-09-25,b,167
2020-09-25,o,256
2020-09-26,a,256
2020-09-26,ab,85
2020-09-26,b,380
2020-09-26,o,823
2020-09-27,a,428
2020-09-27,ab,226
2020-09-27,b,591
2020-09-27,o,990
2020-09-28,a,193
2020-09-28,ab,48
2020-09-28,b,245
2020-09-28,o,338
2020-09-29,a,311
2020-09-29,ab,108
2020-09-29,b,413
2020-09-29,o,633
2020-09-30,a,268
2020-09-30,ab,88
2020-09-30,b,397
2020-09-30,o,563
2020-10-01,a,350
2020-10-01,ab,80
2020-10-01,b,352
2020-10-01,o,512
2020-10-02,a,164
2020-10-02,ab,37
2020-10-02,b,210
2020-10-02,o,313
2020-10-03,a,261
2020-10-03,ab,76
2020-10-03,b,378
2020-10-03,o,625
2020-10-04,a,348
2020-10-04,ab,94
2020-10-04,b,532
2020-10-04,o,751
2020-10-05,a,340
2020-10-05,ab,43
2020-10-05,b,239
2020-10-05,o,331
2020-10-06,a,183
2020-10-06,ab,57
2020-10-06,b,259
2020-10-06,o,370
2020-10-07,a,211
2020-10-07,ab,50
2020-10-07,b,242
2020-10-07,o,275
2020-10-08,a,217
2020-10-08,ab,83
2020-10-08,b,311
2020-10-08,o,367
2020-10-09,a,141
2020-10-09,ab,31
2020-10-09,b,215
2020-10-09,o,314
2020-10-10,a,320
2020-10-10,ab,82
2020-10-10,b,427
2020-10-10,o,751
2020-10-11,a,410
2020-10-11,ab,142
2020-10-11,b,591
2020-10-11,o,800
2020-10-12,a,133
2020-10-12,ab,45
2020-10-12,b,233
2020-10-12,o,291
2020-10-13,a,232
2020-10-13,ab,97
2020-10-13,b,278
2020-10-13,o,454
2020-10-14,a,198
2020-10-14,ab,170
2020-10-14,b,344
2020-10-14,o,510
2020-10-15,a,229
2020-10-15,ab,48
2020-10-15,b,372
2020-10-15,o,738
2020-10-16,a,272
2020-10-16,ab,133
2020-10-16,b,1086
2020-10-16,o,581
2020-10-17,a,469
2020-10-17,ab,141
2020-10-17,b,673
2020-10-17,o,668
2020-10-18,a,518
2020-10-18,ab,199
2020-10-18,b,981
2020-10-18,o,941
2020-10-19,a,245
2020-10-19,ab,82
2020-10-19,b,282
2020-10-19,o,365
2020-10-20,a,249
2020-10-20,ab,67
2020-10-20,b,364
2020-10-20,o,420
2020-10-21,a,515
2020-10-21,ab,116
2020-10-21,b,425
2020-10-21,o,550
2020-10-22,a,217
2020-10-22,ab,79
2020-10-22,b,414
2020-10-22,o,563
2020-10-23,a,310
2020-10-23,ab,88
2020-10-23,b,326
2020-10-23,o,451
2020-10-24,a,505
2020-10-24,ab,115
2020-10-24,b,495
2020-10-24,o,614
2020-10-25,a,633
2020-10-25,ab,142
2020-10-25,b,778
2020-10-25,o,915
2020-10-26,a,205
2020-10-26,ab,62
2020-10-26,b,220
2020-10-26,o,313
2020-10-27,a,271
2020-10-27,ab,83
2020-10-27,b,290
2020-10-27,o,382
2020-10-28,a,224
2020-10-28,ab,76
2020-10-28,b,348
2020-10-28,o,470
2020-10-29,a,391
2020-10-29,ab,140
2020-10-29,b,503
2020-10-29,o,911
2020-10-30,a,288
2020-10-30,ab,102
2020-10-30,b,367
2020-10-30,o,445
2020-10-31,a,377
2020-10-31,ab,101
2020-10-31,b,391
2020-10-31,o,522
2020-11-01,a,561
2020-11-01,ab,122
2020-11-01,b,958
2020-11-01,o,1080
2020-11-02,a,138
2020-11-02,ab,48
2020-11-02,b,175
2020-11-02,o,258
2020-11-03,a,208
2020-11-03,ab,61
2020-11-03,b,265
2020-11-03,o,348
2020-11-04,a,252
2020-11-04,ab,89
2020-11-04,b,469
2020-11-04,o,444
2020-11-05,a,261
2020-11-05,ab,85
2020-11-05,b,323
2020-11-05,o,363
2020-11-06,a,238
2020-11-06,ab,65
2020-11-06,b,268
2020-11-06,o,364
2020-11-07,a,368
2020-11-07,ab,159
2020-11-07,b,600
2020-11-07,o,640
2020-11-08,a,353
2020-11-08,ab,131
2020-11-08,b,569
2020-11-08,o,685
2020-11-09,a,165
2020-11-09,ab,52
2020-11-09,b,289
2020-11-09,o,285
2020-11-10,a,263
2020-11-10,ab,118
2020-11-10,b,358
2020-11-10,o,356
2020-11-11,a,235
2020-11-11,ab,49
2020-11-11,b,360
2020-11-11,o,412
2020-11-12,a,262
2020-11-12,ab,82
2020-11-12,b,333
2020-11-12,o,415
2020-11-13,a,242
2020-11-13,ab,65
2020-11-13,b,307
2020-11-13,o,405
2020-11-14,a,630
2020-11-14,ab,149
2020-11-14,b,754
2020-11-14,o,1652
2020-11-15,a,543
2020-11-15,ab,232
2020-11-15,b,697
2020-11-15,o,1016
2020-11-16,a,177
2020-11-16,ab,61
2020-11-16,b,240
2020-11-16,o,286
2020-11-17,a,227
2020-11-17,ab,62
2020-11-17,b,309
2020-11-17,o,341
2020-11-18,a,295
2020-11-18,ab,87
2020-11-18,b,380
2020-11-18,o,370
2020-11-19,a,239
2020-11-19,ab,102
2020-11-19,b,347
2020-11-19,o,427
2020-11-20,a,211
2020-11-20,ab,80
2020-11-20,b,290
2020-11-20,o,365
2020-11-21,a,384
2020-11-21,ab,135
2020-11-21,b,545
2020-11-21,o,645
2020-11-22,a,660
2020-11-22,ab,175
2020-11-22,b,697
2020-11-22,o,1581
2020-11-23,a,124
2020-11-23,ab,62
2020-11-23,b,250
2020-11-23,o,298
2020-11-24,a,225
2020-11-24,ab,79
2020-11-24,b,303
2020-11-24,o,374
2020-11-25,a,232
2020-11-25,ab,68
2020-11-25,b,298
2020-11-25,o,423
2020-11-26,a,224
2020-11-26,ab,61
2020-11-26,b,290
2020-11-26,o,394
2020-11-27,a,150
2020-11-27,ab,34
2020-11-27,b,237
2020-11-27,o,304
2020-11-28,a,498
2020-11-28,ab,106
2020-11-28,b,487
2020-11-28,o,545
2020-11-29,a,508
2020-11-29,ab,134
2020-11-29,b,758
2020-11-29,o,990
2020-11-30,a,255
2020-11-30,ab,43
2020-11-30,b,299
2020-11-30,o,302
2020-12-01,a,219
2020-12-01,ab,62
2020-12-01,b,326
2020-12-01,o,396
2020-12-02,a,265
2020-12-02,ab,62
2020-12-02,b,325
2020-12-02,o,396
2020-12-03,a,237
2020-12-03,ab,72
2020-12-03,b,302
2020-12-03,o,381
2020-12-04,a,168
2020-12-04,ab,36
2020-12-04,b,221
2020-12-04,o,277
2020-12-05,a,312
2020-12-05,ab,102
2020-12-05,b,479
2020-12-05,o,405
2020-12-06,a,617
2020-12-06,ab,135
2020-12-06,b,714
2020-12-06,o,948
2020-12-07,a,130
2020-12-07,ab,35
2020-12-07,b,144
2020-12-07,o,254
2020-12-08,a,173
2020-12-08,ab,64
2020-12-08,b,249
2020-12-08,o,309
2020-12-09,a,336
2020-12-09,ab,70
2020-12-09,b,370
2020-12-09,o,482
2020-12-10,a,275
2020-12-10,ab,66
2020-12-10,b,310
2020-12-10,o,363
2020-12-11,a,268
2020-12-11,ab,56
2020-12-11,b,304
2020-12-11,o,463
2020-12-12,a,359
2020-12-12,ab,122
2020-12-12,b,455
2020-12-12,o,497
2020-12-13,a,573
2020-12-13,ab,130
2020-12-13,b,676
2020-12-13,o,898
2020-12-14,a,159
2020-12-14,ab,39
2020-12-14,b,253
2020-12-14,o,195
2020-12-15,a,243
2020-12-15,ab,72
2020-12-15,b,379
2020-12-15,o,382
2020-12-16,a,307
2020-12-16,ab,57
2020-12-16,b,341
2020-12-16,o,396
2020-12-17,a,290
2020-12-17,ab,57
2020-12-17,b,393
2020-12-17,o,419
2020-12-18,a,224
2020-12-18,ab,51
2020-12-18,b,331
2020-12-18,o,364
2020-12-19,a,317
2020-12-19,ab,69
2020-12-19,b,434
2020-12-19,o,579
2020-12-20,a,563
2020-12-20,ab,133
2020-12-20,b,739
2020-12-20,o,974
2020-12-21,a,188
2020-12-21,ab,43
2020-12-21,b,276
2020-12-21,o,282
2020-12-22,a,227
2020-12-22,ab,77
2020-12-22,b,320
2020-12-22,o,399
2020-12-23,a,298
2020-12-23,ab,104
2020-12-23,b,392
2020-12-23,o,490
2020-12-24,a,289
2020-12-24,ab,81
2020-12-24,b,412
2020-12-24,o,432
2020-12-25,a,344
2020-12-25,ab,73
2020-12-25,b,340
2020-12-25,o,480
2020-12-26,a,319
2020-12-26,ab,93
2020-12-26,b,401
2020-12-26,o,529
2020-12-27,a,466
2020-12-27,ab,108
2020-12-27,b,566
2020-12-27,o,690
2020-12-28,a,192
2020-12-28,ab,38
2020-12-28,b,238
2020-12-28,o,322
2020-12-29,a,247
2020-12-29,ab,117
2020-12-29,b,288
2020-12-29,o,390
2020-12-30,a,392
2020-12-30,ab,87
2020-12-30,b,399
2020-12-30,o,470
2020-12-31,a,351
2020-12-31,ab,71
2020-12-31,b,350
2020-12-31,o,425
2021-01-01,a,381
2021-01-01,ab,73
2021-01-01,b,471
2021-01-01,o,450
2021-01-02,a,287
2021-01-02,ab,60
2021-01-02,b,413
2021-01-02,o,424
2021-01-03,a,473
2021-01-03,ab,105
2021-01-03,b,542
2021-01-03,o,598
2021-01-04,a,136
2021-01-04,ab,35
2021-01-04,b,160
2021-01-04,o,197
2021-01-05,a,150
2021-01-05,ab,42
2021-01-05,b,225
2021-01-05,o,280
2021-01-06,a,232
2021-01-06,ab,59
2021-01-06,b,304
2021-01-06,o,512
2021-01-07,a,234
2021-01-07,ab,59
2021-01-07,b,369
2021-01-07,o,350
2021-01-08,a,205
2021-01-08,ab,53
2021-01-08,b,231
2021-01-08,o,335
2021-01-09,a,361
2021-01-09,ab,84
2021-01-09,b,451
2021-01-09,o,435
2021-01-10,a,379
2021-01-10,ab,103
2021-01-10,b,518
2021-01-10,o,601
2021-01-11,a,175
2021-01-11,ab,31
2021-01-11,b,226
2021-01-11,o,266
2021-01-12,a,290
2021-01-12,ab,64
2021-01-12,b,394
2021-01-12,o,363
2021-01-13,a,375
2021-01-13,ab,94
2021-01-13,b,432
2021-01-13,o,587
2021-01-14,a,192
2021-01-14,ab,41
2021-01-14,b,275
2021-01-14,o,257
2021-01-15,a,230
2021-01-15,ab,101
2021-01-15,b,303
2021-01-15,o,364
2021-01-16,a,411
2021-01-16,ab,96
2021-01-16,b,575
2021-01-16,o,621
2021-01-17,a,510
2021-01-17,ab,139
2021-01-17,b,1052
2021-01-17,o,822
2021-01-18,a,197
2021-01-18,ab,39
2021-01-18,b,239
2021-01-18,o,304
2021-01-19,a,196
2021-01-19,ab,50
2021-01-19,b,259
2021-01-19,o,308
2021-01-20,a,300
2021-01-20,ab,59
2021-01-20,b,357
2021-01-20,o,460
2021-01-21,a,266
2021-01-21,ab,86
2021-01-21,b,328
2021-01-21,o,359
2021-01-22,a,317
2021-01-22,ab,60
2021-01-22,b,382
2021-01-22,o,363
2021-01-23,a,445
2021-01-23,ab,102
2021-01-23,b,502
2021-01-23,o,627
2021-01-24,a,521
2021-01-24,ab,102
2021-01-24,b,669
2021-01-24,o,893
2021-01-25,a,341
2021-01-25,ab,77
2021-01-25,b,379
2021-01-25,o,484
2021-01-26,a,307
2021-01-26,ab,72
2021-01-26,b,399
2021-01-26,o,522
2021-01-27,a,300
2021-01-27,ab,47
2021-01-27,b,323
2021-01-27,o,377
2021-01-28,a,436
2021-01-28,ab,112
2021-01-28,b,584
2021-01-28,o,682
2021-01-29,a,265
2021-01-29,ab,52
2021-01-29,b,312
2021-01-29,o,414
2021-01-30,a,469
2021-01-30,ab,87
2021-01-30,b,892
2021-01-30,o,703
2021-01-31,a,507
2021-01-31,ab,121
2021-01-31,b,587
2021-01-31,o,762
2021-02-01,a,295
2021-02-01,ab,68
2021-02-01,b,358
2021-02-01,o,469
2021-02-02,a,270
2021-02-02,ab,76
2021-02-02,b,373
2021-02-02,o,417
2021-02-03,a,693
2021-02-03,ab,96
2021-02-03,b,455
2021-02-03,o,555
2021-02-04,a,349
2021-02-04,ab,72
2021-02-04,b,393
2021-02-04,o,488
2021-02-05,a,224
2021-02-05,ab,72
2021-02-05,b,238
2021-02-05,o,333
2021-02-06,a,427
2021-02-06,ab,78
2021-02-06,b,479
2021-02-06,o,640
2021-02-07,a,549
2021-02-07,ab,93
2021-02-07,b,650
2021-02-07,o,740
2021-02-08,a,217
2021-02-08,ab,47
2021-02-08,b,250
2021-02-08,o,346
2021-02-09,a,397
2021-02-09,ab,85
2021-02-09,b,330
2021-02-09,o,525
2021-02-10,a,441
2021-02-10,ab,68
2021-02-10,b,461
2021-02-10,o,544
2021-02-11,a,356
2021-02-11,ab,76
2021-02-11,b,444
2021-02-11,o,437
2021-02-12,a,325
2021-02-12,ab,60
2021-02-12,b,430
2021-02-12,o,472
2021-02-13,a,460
2021-02-13,ab,108
2021-02-13,b,520
2021-02-13,o,811
2021-02-14,a,599
2021-02-14,ab,110
2021-02-14,b,601
2021-02-14,o,692
2021-02-15,a,254
2021-02-15,ab,53
2021-02-15,b,319
2021-02-15,o,443
2021-02-16,a,287
2021-02-16,ab,41
2021-02-16,b,362
2021-02-16,o,486
2021-02-17,a,295
2021-02-17,ab,53
2021-02-17,b,533
2021-02-17,o,460
2021-02-18,a,360
2021-02-18,ab,69
2021-02-18,b,395
2021-02-18,o,512
2021-02-19,a,230
2021-02-19,ab,44
2021-02-19,b,227
2021-02-19,o,305
2021-02-20,a,484
2021-02-20,ab,70
2021-02-20,b,578
2021-02-20,o,678
2021-02-21,a,553
2021-02-21,ab,84
2021-02-21,b,596
2021-02-21,o,891
2021-02-22,a,263
2021-02-22,ab,49
2021-02-22,b,222
2021-02-22,o,304
2021-02-23,a,365
2021-02-23,ab,54
2021-02-23,b,416
2021-02-23,o,421
2021-02-24,a,288
2021-02-24,ab,47
2021-02-24,b,331
2021-02-24,o,390
2021-02-25,a,371
2021-02-25,ab,66
2021-02-25,b,326
2021-02-25,o,541
2021-02-26,a,315
2021-02-26,ab,55
2021-02-26,b,310
2021-02-26,o,454
2021-02-27,a,709
2021-02-27,ab,77
2021-02-27,b,531
2021-02-27,o,717
2021-02-28,a,896
2021-02-28,ab,115
2021-02-28,b,827
2021-02-28,o,1213
2021-03-01,a,212
2021-03-01,ab,31
2021-03-01,b,248
2021-03-01,o,269
2021-03-02,a,289
2021-03-02,ab,56
2021-03-02,b,360
2021-03-02,o,526
2021-03-03,a,340
2021-03-03,ab,50
2021-03-03,b,381
2021-03-03,o,595
2021-03-04,a,620
2021-03-04,ab,130
2021-03-04,b,446
2021-03-04,o,723
2021-03-05,a,258
2021-03-05,ab,53
2021-03-05,b,268
2021-03-05,o,464
2021-03-06,a,420
2021-03-06,ab,83
2021-03-06,b,516
2021-03-06,o,606
2021-03-07,a,518
2021-03-07,ab,106
2021-03-07,b,536
2021-03-07,o,914
2021-03-08,a,196
2021-03-08,ab,37
2021-03-08,b,345
2021-03-08,o,268
2021-03-09,a,292
2021-03-09,ab,57
2021-03-09,b,290
2021-03-09,o,440
2021-03-10,a,376
2021-03-10,ab,84
2021-03-10,b,322
2021-03-10,o,489
2021-03-11,a,401
2021-03-11,ab,82
2021-03-11,b,387
2021-03-11,o,515
2021-03-12,a,204
2021-03-12,ab,32
2021-03-12,b,230
2021-03-12,o,302
2021-03-13,a,506
2021-03-13,ab,80
2021-03-13,b,448
2021-03-13,o,685
2021-03-14,a,685
2021-03-14,ab,126
2021-03-14,b,594
2021-03-14,o,1102
2021-03-15,a,195
2021-03-15,ab,46
2021-03-15,b,231
2021-03-15,o,274
2021-03-16,a,300
2021-03-16,ab,69
2021-03-16,b,393
2021-03-16,o,506
2021-03-17,a,409
2021-03-17,ab,62
2021-03-17,b,439
2021-03-17,o,588
2021-03-18,a,398
2021-03-18,ab,77
2021-03-18,b,444
2021-03-18,o,512
2021-03-19,a,285
2021-03-19,ab,68
2021-03-19,b,311
2021-03-19,o,544
2021-03-20,a,473
2021-03-20,ab,92
2021-03-20,b,518
2021-03-20,o,668
2021-03-21,a,793
2021-03-21,ab,116
2021-03-21,b,683
2021-03-21,o,1149
2021-03-22,a,245
2021-03-22,ab,34
2021-03-22,b,258
2021-03-22,o,331
2021-03-23,a,414
2021-03-23,ab,75
2021-03-23,b,368
2021-03-23,o,531
2021-03-24,a,321
2021-03-24,ab,74
2021-03-24,b,356
2021-03-24,o,530
2021-03-25,a,389
2021-03-25,ab,90
2021-03-25,b,440
2021-03-25,o,605
2021-03-26,a,238
2021-03-26,ab,45
2021-03-26,b,267
2021-03-26,o,405
2021-03-27,a,489
2021-03-27,ab,89
2021-03-27,b,399
2021-03-27,o,701
2021-03-28,a,764
2021-03-28,ab,135
2021-03-28,b,642
2021-03-28,o,1106
2021-03-29,a,245
2021-03-29,ab,52
2021-03-29,b,237
2021-03-29,o,450
2021-03-30,a,293
2021-03-30,ab,60
2021-03-30,b,331
2021-03-30,o,493
2021-03-31,a,385
2021-03-31,ab,80
2021-03-31,b,328
2021-03-31,o,578
2021-04-01,a,328
2021-04-01,ab,69
2021-04-01,b,330
2021-04-01,o,445
2021-04-02,a,238
2021-04-02,ab,47
2021-04-02,b,223
2021-04-02,o,379
2021-04-03,a,429
2021-04-03,ab,77
2021-04-03,b,380
2021-04-03,o,649
2021-04-04,a,703
2021-04-04,ab,110
2021-04-04,b,631
2021-04-04,o,1675
2021-04-05,a,263
2021-04-05,ab,53
2021-04-05,b,306
2021-04-05,o,435
2021-04-06,a,368
2021-04-06,ab,71
2021-04-06,b,403
2021-04-06,o,649
2021-04-07,a,411
2021-04-07,ab,52
2021-04-07,b,331
2021-04-07,o,548
2021-04-08,a,481
2021-04-08,ab,59
2021-04-08,b,441
2021-04-08,o,713
2021-04-09,a,413
2021-04-09,ab,79
2021-04-09,b,416
2021-04-09,o,902
2021-04-10,a,641
2021-04-10,ab,92
2021-04-10,b,513
2021-04-10,o,854
2021-04-11,a,943
2021-04-11,ab,163
2021-04-11,b,864
2021-04-11,o,1524
2021-04-12,a,641
2021-04-12,ab,114
2021-04-12,b,677
2021-04-12,o,934
2021-04-13,a,72
2021-04-13,ab,10
2021-04-13,b,55
2021-04-13,o,120
2021-04-14,a,150
2021-04-14,ab,23
2021-04-14,b,141
2021-04-14,o,267
2021-04-15,a,181
2021-04-15,ab,35
2021-04-15,b,146
2021-04-15,o,311
2021-04-16,a,184
2021-04-16,ab,25
2021-04-16,b,171
2021-04-16,o,303
2021-04-17,a,273
2021-04-17,ab,53
2021-04-17,b,270
2021-04-17,o,419
2021-04-18,a,592
2021-04-18,ab,142
2021-04-18,b,476
2021-04-18,o,920
2021-04-19,a,191
2021-04-19,ab,29
2021-04-19,b,115
2021-04-19,o,155
2021-04-20,a,139
2021-04-20,ab,19
2021-04-20,b,152
2021-04-20,o,262
2021-04-21,a,211
2021-04-21,ab,51
2021-04-21,b,240
2021-04-21,o,305
2021-04-22,a,223
2021-04-22,ab,54
2021-04-22,b,238
2021-04-22,o,335
2021-04-23,a,226
2021-04-23,ab,35
2021-04-23,b,205
2021-04-23,o,359
2021-04-24,a,260
2021-04-24,ab,51
2021-04-24,b,269
2021-04-24,o,446
2021-04-25,a,602
2021-04-25,ab,128
2021-04-25,b,581
2021-04-25,o,1012
2021-04-26,a,153
2021-04-26,ab,32
2021-04-26,b,109
2021-04-26,o,262
2021-04-27,a,247
2021-04-27,ab,42
2021-04-27,b,242
2021-04-27,o,424
2021-04-28,a,306
2021-04-28,ab,45
2021-04-28,b,241
2021-04-28,o,456
2021-04-29,a,346
2021-04-29,ab,61
2021-04-29,b,285
2021-04-29,o,496
2021-04-30,a,228
2021-04-30,ab,29
2021-04-30,b,233
2021-04-30,o,404
2021-05-01,a,505
2021-05-01,ab,141
2021-05-01,b,503
2021-05-01,o,954
2021-05-02,a,594
2021-05-02,ab,98
2021-05-02,b,630
2021-05-02,o,809
2021-05-03,a,157
2021-05-03,ab,43
2021-05-03,b,181
2021-05-03,o,306
2021-05-04,a,240
2021-05-04,ab,36
2021-05-04,b,361
2021-05-04,o,370
2021-05-05,a,181
2021-05-05,ab,54
2021-05-05,b,216
2021-05-05,o,397
2021-05-06,a,274
2021-05-06,ab,50
2021-05-06,b,272
2021-05-06,o,476
2021-05-07,a,195
2021-05-07,ab,35
2021-05-07,b,199
2021-05-07,o,355
2021-05-08,a,316
2021-05-08,ab,61
2021-05-08,b,368
2021-05-08,o,593
2021-05-09,a,386
2021-05-09,ab,65
2021-05-09,b,367
2021-05-09,o,659
2021-05-10,a,208
2021-05-10,ab,30
2021-05-10,b,168
2021-05-10,o,406
2021-05-11,a,317
2021-05-11,ab,48
2021-05-11,b,243
2021-05-11,o,480
2021-05-12,a,194
2021-05-12,ab,23
2021-05-12,b,209
2021-05-12,o,376
2021-05-13,a,1
2021-05-13,ab,1
2021-05-13,b,1
2021-05-13,o,1
2021-05-14,a,274
2021-05-14,ab,32
2021-05-14,b,305
2021-05-14,o,483
2021-05-15,a,502
2021-05-15,ab,72
2021-05-15,b,467
2021-05-15,o,835
2021-05-16,a,580
2021-05-16,ab,118
2021-05-16,b,500
2021-05-16,o,970
2021-05-17,a,405
2021-05-17,ab,56
2021-05-17,b,333
2021-05-17,o,701
2021-05-18,a,383
2021-05-18,ab,62
2021-05-18,b,319
2021-05-18,o,616
2021-05-19,a,384
2021-05-19,ab,85
2021-05-19,b,429
2021-05-19,o,843
2021-05-20,a,353
2021-05-20,ab,89
2021-05-20,b,246
2021-05-20,o,635
2021-05-21,a,259
2021-05-21,ab,72
2021-05-21,b,225
2021-05-21,o,453
2021-05-22,a,513
2021-05-22,ab,83
2021-05-22,b,497
2021-05-22,o,995
2021-05-23,a,744
2021-05-23,ab,114
2021-05-23,b,661
2021-05-23,o,1277
2021-05-24,a,266
2021-05-24,ab,51
2021-05-24,b,249
2021-05-24,o,503
2021-05-25,a,274
2021-05-25,ab,52
2021-05-25,b,282
2021-05-25,o,512
2021-05-26,a,401
2021-05-26,ab,56
2021-05-26,b,392
2021-05-26,o,890
2021-05-27,a,331
2021-05-27,ab,60
2021-05-27,b,268
2021-05-27,o,541
2021-05-28,a,357
2021-05-28,ab,58
2021-05-28,b,289
2021-05-28,o,608
2021-05-29,a,369
2021-05-29,ab,68
2021-05-29,b,391
2021-05-29,o,611
2021-05-30,a,461
2021-05-30,ab,69
2021-05-30,b,364
2021-05-30,o,928
2021-05-31,a,236
2021-05-31,ab,90
2021-05-31,b,211
2021-05-31,o,492
2021-06-01,a,212
2021-06-01,ab,36
2021-06-01,b,193
2021-06-01,o,424
2021-06-02,a,334
2021-06-02,ab,59
2021-06-02,b,217
2021-06-02,o,544
2021-06-03,a,457
2021-06-03,ab,64
2021-06-03,b,405
2021-06-03,o,700
2021-06-04,a,204
2021-06-04,ab,42
2021-06-04,b,224
2021-06-04,o,405
2021-06-05,a,368
2021-06-05,ab,78
2021-06-05,b,393
2021-06-05,o,700
2021-06-06,a,498
2021-06-06,ab,89
2021-06-06,b,419
2021-06-06,o,926
2021-06-07,a,378
2021-06-07,ab,86
2021-06-07,b,285
2021-06-07,o,714
2021-06-08,a,276
2021-06-08,ab,46
2021-06-08,b,284
2021-06-08,o,574
2021-06-09,a,415
2021-06-09,ab,107
2021-06-09,b,333
2021-06-09,o,750
2021-06-10,a,353
2021-06-10,ab,122
2021-06-10,b,360
2021-06-10,o,700
2021-06-11,a,243
2021-06-11,ab,67
2021-06-11,b,263
2021-06-11,o,489
2021-06-12,a,447
2021-06-12,ab,87
2021-06-12,b,426
2021-06-12,o,875
2021-06-13,a,525
2021-06-13,ab,111
2021-06-13,b,499
2021-06-13,o,1014
2021-06-14,a,532
2021-06-14,ab,103
2021-06-14,b,450
2021-06-14,o,1071
2021-06-15,a,403
2021-06-15,ab,103
2021-06-15,b,449
2021-06-15,o,757
2021-06-16,a,396
2021-06-16,ab,82
2021-06-16,b,449
2021-06-16,o,795
2021-06-17,a,417
2021-06-17,ab,90
2021-06-17,b,352
2021-06-17,o,721
2021-06-18,a,309
2021-06-18,ab,67
2021-06-18,b,305
2021-06-18,o,551
2021-06-19,a,442
2021-06-19,ab,102
2021-06-19,b,469
2021-06-19,o,928
2021-06-20,a,602
2021-06-20,ab,128
2021-06-20,b,526
2021-06-20,o,1142
2021-06-21,a,259
2021-06-21,ab,61
2021-06-21,b,257
2021-06-21,o,519
2021-06-22,a,236
2021-06-22,ab,74
2021-06-22,b,286
2021-06-22,o,486
2021-06-23,a,341
2021-06-23,ab,69
2021-06-23,b,334
2021-06-23,o,647
2021-06-24,a,268
2021-06-24,ab,62
2021-06-24,b,268
2021-06-24,o,537
2021-06-25,a,238
2021-06-25,ab,56
2021-06-25,b,255
2021-06-25,o,481
2021-06-26,a,442
2021-06-26,ab,108
2021-06-26,b,388
2021-06-26,o,868
2021-06-27,a,427
2021-06-27,ab,97
2021-06-27,b,421
2021-06-27,o,948
2021-06-28,a,248
2021-06-28,ab,51
2021-06-28,b,195
2021-06-28,o,444
2021-06-29,a,226
2021-06-29,ab,60
2021-06-29,b,239
2021-06-29,o,467
2021-06-30,a,304
2021-06-30,ab,63
2021-06-30,b,257
2021-06-30,o,984
2021-07-01,a,305
2021-07-01,ab,69
2021-07-01,b,285
2021-07-01,o,690
2021-07-02,a,211
2021-07-02,ab,45
2021-07-02,b,332
2021-07-02,o,472
2021-07-03,a,295
2021-07-03,ab,62
2021-07-03,b,309
2021-07-03,o,580
2021-07-04,a,361
2021-07-04,ab,96
2021-07-04,b,419
2021-07-04,o,639
2021-07-05,a,166
2021-07-05,ab,69
2021-07-05,b,153
2021-07-05,o,278
2021-07-06,a,206
2021-07-06,ab,54
2021-07-06,b,186
2021-07-06,o,378
2021-07-07,a,225
2021-07-07,ab,77
2021-07-07,b,236
2021-07-07,o,463
2021-07-08,a,220
2021-07-08,ab,54
2021-07-08,b,204
2021-07-08,o,486
2021-07-09,a,196
2021-07-09,ab,49
2021-07-09,b,235
2021-07-09,o,380
2021-07-10,a,350
2021-07-10,ab,71
2021-07-10,b,318
2021-07-10,o,680
2021-07-11,a,274
2021-07-11,ab,75
2021-07-11,b,284
2021-07-11,o,558
2021-07-12,a,131
2021-07-12,ab,50
2021-07-12,b,150
2021-07-12,o,317
2021-07-13,a,223
2021-07-13,ab,36
2021-07-13,b,202
2021-07-13,o,365
2021-07-14,a,179
2021-07-14,ab,49
2021-07-14,b,190
2021-07-14,o,481
2021-07-15,a,194
2021-07-15,ab,48
2021-07-15,b,179
2021-07-15,o,368
2021-07-16,a,135
2021-07-16,ab,51
2021-07-16,b,153
2021-07-16,o,271
2021-07-17,a,258
2021-07-17,ab,61
2021-07-17,b,266
2021-07-17,o,485
2021-07-18,a,277
2021-07-18,ab,60
2021-07-18,b,287
2021-07-18,o,570
2021-07-19,a,102
